asIs	: 0.264
div	: 0.182
rows	: 196
xcols	: 3
ycols	: 1

low_dimension
smart,20 : 0.02 secs
smart,30 : 0.02 secs
smart,40 : 0.02 secs
smart,50 : 0.02 secs
smart,20 : 0.03 secs
smart,30 : 0.02 secs
smart,40 : 0.02 secs
smart,50 : 0.02 secs
dumb,20 : 0.00 secs
dumb,30 : 0.00 secs
dumb,40 : 0.00 secs
dumb,50 : 0.00 secs
#
 0,                  smart,20,  0.00,  0.00, *                   |                   ,  0.00,  0.00,  0.00,  0.00,  0.00
 0,                  smart,30,  0.00,  0.00, *-                  |                   ,  0.00,  0.00,  0.00,  0.00,  0.05
 0,                  smart,40,  0.00,  0.00, *                   |                   ,  0.00,  0.00,  0.00,  0.00,  0.02
 0,                  smart,50,  0.00,  0.00, *                   |                   ,  0.00,  0.00,  0.00,  0.00,  0.00
 0,                  smart,50,  0.00,  0.00, *                   |                   ,  0.00,  0.00,  0.00,  0.00,  0.00
 0,                  smart,20,  0.00,  0.00, *                   |                   ,  0.00,  0.00,  0.00,  0.00,  0.01
 0,                  smart,30,  0.00,  0.00, *                   |                   ,  0.00,  0.00,  0.00,  0.00,  0.05
 0,                  smart,40,  0.00,  0.00, *-                  |                   ,  0.00,  0.00,  0.00,  0.00,  0.07
 0,                   dumb,40,  0.00,  0.00, *                   |                   ,  0.00,  0.00,  0.00,  0.00,  0.00
 0,                   dumb,50,  0.00,  0.00, *                   |                   ,  0.00,  0.00,  0.00,  0.00,  0.01
 0,                   dumb,20,  0.00,  0.00, *                   |                   ,  0.00,  0.00,  0.00,  0.01,  0.02
 0,                   dumb,30,  0.00,  0.00, *                   |                   ,  0.00,  0.00,  0.00,  0.01,  0.01
#
 1,                  asIs,196,  0.26,  0.13, --------  *  -----  |                   ,  0.01,  0.21,  0.26,  0.34,  0.46
